concept,def_ID1,def_ID2,cosine_similarity
AMNESIA,amnesia_1,amnesia_2,0.2758698209287198
AMNESIA,amnesia_1,amnesia_4,0.05588260063469432
AMNESIA,amnesia_2,amnesia_4,0.11941615117279089
ARRIVE Guidelines,arrive_guidelines_1,arrive_guidelines_3,-0.010866481210517056
ARRIVE Guidelines,arrive_guidelines_1,arrive_guidelines_4,-0.07221175387802024
ARRIVE Guidelines,arrive_guidelines_3,arrive_guidelines_4,0.17050363241452288
Academic Impact,academic_impact_1,academic_impact_2,0.6169961743719939
Academic Impact,academic_impact_1,academic_impact_3,0.33895422696234623
Academic Impact,academic_impact_2,academic_impact_3,0.2659141725875224
Accessibility,accessibility_1,accessibility_2,0.6753773649632735
Accessibility,accessibility_1,accessibility_3,0.4065350477393464
Accessibility,accessibility_1,accessibility_4,0.36819009130493036
Accessibility,accessibility_1,accessibility_5,0.49644855461937404
Accessibility,accessibility_1,accessibility_6,0.25136746145450867
Accessibility,accessibility_1,accessibility_7,0.5237745175502582
Accessibility,accessibility_1,accessibility_8,0.21553557711437168
Accessibility,accessibility_1,accessibility_9,0.235295122498426
Accessibility,accessibility_1,accessibility_10,0.20720995012712107
Accessibility,accessibility_1,accessibility_11,0.5408600408047315
Accessibility,accessibility_1,accessibility_12,0.6829573210491247
Accessibility,accessibility_1,accessibility_13,0.5303938717632083
Accessibility,accessibility_1,accessibility_14,0.285905349240119
Accessibility,accessibility_1,accessibility_15,0.7366374828326545
Accessibility,accessibility_1,accessibility_16,0.17269849279502197
Accessibility,accessibility_1,accessibility_17,0.3233578816596656
Accessibility,accessibility_1,accessibility_18,0.42300717646236263
Accessibility,accessibility_2,accessibility_3,0.35833228722543803
Accessibility,accessibility_2,accessibility_4,0.46226632417952906
Accessibility,accessibility_2,accessibility_5,0.4649358525712378
Accessibility,accessibility_2,accessibility_6,0.15906573740425894
Accessibility,accessibility_2,accessibility_7,0.4216590458403661
Accessibility,accessibility_2,accessibility_8,0.18110200819998287
Accessibility,accessibility_2,accessibility_9,0.45271463418478086
Accessibility,accessibility_2,accessibility_10,0.13385900488403482
Accessibility,accessibility_2,accessibility_11,0.4843933732893415
Accessibility,accessibility_2,accessibility_12,0.5611522384325606
Accessibility,accessibility_2,accessibility_13,0.3553473904646298
Accessibility,accessibility_2,accessibility_14,0.30120672698142276
Accessibility,accessibility_2,accessibility_15,0.5610993976183158
Accessibility,accessibility_2,accessibility_16,0.22187615794370014
Accessibility,accessibility_2,accessibility_17,0.3558245636746585
Accessibility,accessibility_2,accessibility_18,0.39488449489330746
Accessibility,accessibility_3,accessibility_4,0.2486319276119326
Accessibility,accessibility_3,accessibility_5,0.1908229551022485
Accessibility,accessibility_3,accessibility_6,0.3576918382830059
Accessibility,accessibility_3,accessibility_7,0.4793805312581804
Accessibility,accessibility_3,accessibility_8,0.27651811271590354
Accessibility,accessibility_3,accessibility_9,0.2655427494962794
Accessibility,accessibility_3,accessibility_10,0.3453220360087098
Accessibility,accessibility_3,accessibility_11,0.36045454281945694
Accessibility,accessibility_3,accessibility_12,0.3307517041710191
Accessibility,accessibility_3,accessibility_13,0.26215004342247983
Accessibility,accessibility_3,accessibility_14,0.4205670758396008
Accessibility,accessibility_3,accessibility_15,0.3127405713441544
Accessibility,accessibility_3,accessibility_16,0.12305829370445434
Accessibility,accessibility_3,accessibility_17,0.23567305222567067
Accessibility,accessibility_3,accessibility_18,0.3391826655319736
Accessibility,accessibility_4,accessibility_5,0.1619385407197919
Accessibility,accessibility_4,accessibility_6,0.1523375592822691
Accessibility,accessibility_4,accessibility_7,0.2604816148528017
Accessibility,accessibility_4,accessibility_8,0.1179902703015486
Accessibility,accessibility_4,accessibility_9,0.26738732511879204
Accessibility,accessibility_4,accessibility_10,0.1349616497605327
Accessibility,accessibility_4,accessibility_11,0.3654428129413315
Accessibility,accessibility_4,accessibility_12,0.3582979635807321
Accessibility,accessibility_4,accessibility_13,0.17574241230815915
Accessibility,accessibility_4,accessibility_14,0.21024270984624183
Accessibility,accessibility_4,accessibility_15,0.3536036101551308
Accessibility,accessibility_4,accessibility_16,0.2465424602513688
Accessibility,accessibility_4,accessibility_17,0.23654649139870734
Accessibility,accessibility_4,accessibility_18,0.1724411638663934
Accessibility,accessibility_5,accessibility_6,0.15365597537763792
Accessibility,accessibility_5,accessibility_7,0.3325406213066681
Accessibility,accessibility_5,accessibility_8,0.17211256955560442
Accessibility,accessibility_5,accessibility_9,0.27911212024559623
Accessibility,accessibility_5,accessibility_10,0.18902199895481617
Accessibility,accessibility_5,accessibility_11,0.5142308046282706
Accessibility,accessibility_5,accessibility_12,0.5136244749521807
Accessibility,accessibility_5,accessibility_13,0.4895115369049842
Accessibility,accessibility_5,accessibility_14,0.26781875972990593
Accessibility,accessibility_5,accessibility_15,0.4517229895965509
Accessibility,accessibility_5,accessibility_16,0.04267443473682394
Accessibility,accessibility_5,accessibility_17,0.23261824102566075
Accessibility,accessibility_5,accessibility_18,0.38114989299281604
Accessibility,accessibility_6,accessibility_7,0.27203148761125945
Accessibility,accessibility_6,accessibility_8,0.267511141133699
Accessibility,accessibility_6,accessibility_9,0.14644901104000466
Accessibility,accessibility_6,accessibility_10,0.2639603052331802
Accessibility,accessibility_6,accessibility_11,0.11779118912863366
Accessibility,accessibility_6,accessibility_12,0.20077020955486863
Accessibility,accessibility_6,accessibility_13,0.32479331239865505
Accessibility,accessibility_6,accessibility_14,0.1893917487267392
Accessibility,accessibility_6,accessibility_15,0.18501293550679546
Accessibility,accessibility_6,accessibility_16,0.11998336625892195
Accessibility,accessibility_6,accessibility_17,0.26277142933692194
Accessibility,accessibility_6,accessibility_18,0.10182807653921833
Accessibility,accessibility_7,accessibility_8,0.21785432352542858
Accessibility,accessibility_7,accessibility_9,0.3320856375342179
Accessibility,accessibility_7,accessibility_10,0.24530828966859908
Accessibility,accessibility_7,accessibility_11,0.4004115258594116
Accessibility,accessibility_7,accessibility_12,0.4866153735264694
Accessibility,accessibility_7,accessibility_13,0.4078558486529489
Accessibility,accessibility_7,accessibility_14,0.3655505775413194
Accessibility,accessibility_7,accessibility_15,0.44121474880133965
Accessibility,accessibility_7,accessibility_16,0.22580577826766834
Accessibility,accessibility_7,accessibility_17,0.29074870287445803
Accessibility,accessibility_7,accessibility_18,0.3142423056544291
Accessibility,accessibility_8,accessibility_9,0.06254291689059158
Accessibility,accessibility_8,accessibility_10,0.24096381552292107
Accessibility,accessibility_8,accessibility_11,0.2476675734064608
Accessibility,accessibility_8,accessibility_12,0.13829190425713694
Accessibility,accessibility_8,accessibility_13,0.26952196580393567
Accessibility,accessibility_8,accessibility_14,0.1608894631985948
Accessibility,accessibility_8,accessibility_15,0.3145084866955195
Accessibility,accessibility_8,accessibility_16,0.11137991818900424
Accessibility,accessibility_8,accessibility_17,0.24559865730350325
Accessibility,accessibility_8,accessibility_18,0.2244029473885692
Accessibility,accessibility_9,accessibility_10,0.18645254392836036
Accessibility,accessibility_9,accessibility_11,0.21812819423116334
Accessibility,accessibility_9,accessibility_12,0.21880395837123537
Accessibility,accessibility_9,accessibility_13,0.13590795509520087
Accessibility,accessibility_9,accessibility_14,0.3163550619284049
Accessibility,accessibility_9,accessibility_15,0.17756704212911673
Accessibility,accessibility_9,accessibility_16,0.44173782293864994
Accessibility,accessibility_9,accessibility_17,0.36277265521341867
Accessibility,accessibility_9,accessibility_18,0.31594141352923133
Accessibility,accessibility_10,accessibility_11,0.15285300250969616
Accessibility,accessibility_10,accessibility_12,0.1785174536303298
Accessibility,accessibility_10,accessibility_13,0.17533966256742264
Accessibility,accessibility_10,accessibility_14,0.19057077547391246
Accessibility,accessibility_10,accessibility_15,0.09847025749970845
Accessibility,accessibility_10,accessibility_16,0.21688048474409038
Accessibility,accessibility_10,accessibility_17,0.08828380874719707
Accessibility,accessibility_10,accessibility_18,0.15379675633949963
Accessibility,accessibility_11,accessibility_12,0.6169088872033762
Accessibility,accessibility_11,accessibility_13,0.478069655617689
Accessibility,accessibility_11,accessibility_14,0.41553834316156596
Accessibility,accessibility_11,accessibility_15,0.6330628270341111
Accessibility,accessibility_11,accessibility_16,0.14062332410282924
Accessibility,accessibility_11,accessibility_17,0.29475614416063933
Accessibility,accessibility_11,accessibility_18,0.4506675060245786
Accessibility,accessibility_12,accessibility_13,0.5387273908481442
